Wed Jun  2 11:05:12 EDT 1993
Astronomical silicate                   
Computed by B.T.Draine (cf Laor, A., & Draine, B.T. 1993, ApJ 402,441)
  21 1.000E-03 1.000E+01 = NRAD, a_1 (micron), a_NRAD (micron)
 241 1.000E+03 1.000E-03 = NWAV, w_1 (micron), w_NWAV (micron)

1.000E-03 = radius(micron) Astronomical silicate                   
w(micron)  Q_abs     Q_sca     g=<cos>
4.217E+01 8.990E-03 7.961E-08  7.83E-05
3.981E+01 1.012E-02 9.960E-08  8.46E-05
3.758E+01 1.137E-02 1.245E-07  9.15E-05
3.548E+01 1.270E-02 1.561E-07  9.93E-05
3.350E+01 1.422E-02 1.957E-07  1.07E-04
3.162E+01 1.601E-02 2.452E-07  1.16E-04
2.985E+01 1.809E-02 3.067E-07  1.24E-04
2.818E+01 2.039E-02 3.822E-07  1.33E-04
2.661E+01 2.305E-02 4.764E-07  1.42E-04
2.512E+01 2.613E-02 5.944E-07  1.52E-04
2.371E+01 2.954E-02 7.346E-07  1.62E-04
2.239E+01 3.354E-02 9.081E-07  1.73E-04
2.113E+01 3.817E-02 1.107E-06  1.84E-04
1.995E+01 4.368E-02 1.334E-06  1.95E-04
1.884E+01 4.857E-02 1.491E-06  2.10E-04
1.778E+01 4.877E-02 1.532E-06  2.37E-04
1.679E+01 4.438E-02 1.549E-06  2.75E-04
1.585E+01 3.796E-02 1.687E-06  3.25E-04
1.496E+01 3.220E-02 2.094E-06  3.89E-04
1.413E+01 2.901E-02 3.006E-06  4.72E-04
1.334E+01 3.468E-02 4.635E-06  5.52E-04
1.259E+01 4.582E-02 6.681E-06  5.98E-04
1.189E+01 6.090E-02 9.218E-06  6.10E-04
1.122E+01 7.918E-02 1.221E-05  6.06E-04
1.059E+01 1.045E-01 1.612E-05  5.89E-04
1.000E+01 1.268E-01 1.797E-05  6.05E-04
9.441E+00 1.414E-01 1.807E-05  6.45E-04
8.913E+00 1.051E-01 9.634E-06  7.59E-04
8.414E+00 6.791E-02 4.823E-06  9.01E-04
7.943E+00 3.155E-02 2.389E-06  1.06E-03
7.499E+00 1.402E-02 5.110E-06  1.27E-03
7.079E+00 1.104E-02 1.021E-05  1.49E-03
6.683E+00 1.094E-02 1.613E-05  1.72E-03
6.310E+00 1.088E-02 2.323E-05  1.97E-03
5.957E+00 1.064E-02 3.214E-05  2.24E-03
5.623E+00 1.048E-02 4.348E-05  2.54E-03
5.309E+00 1.048E-02 5.792E-05  2.88E-03
5.012E+00 1.063E-02 7.633E-05  3.26E-03
4.732E+00 1.090E-02 9.963E-05  3.68E-03
4.467E+00 1.127E-02 1.292E-04  4.15E-03
4.217E+00 1.171E-02 1.665E-04  4.67E-03
3.981E+00 1.216E-02 2.137E-04  5.26E-03
3.758E+00 1.261E-02 2.734E-04  5.92E-03
3.548E+00 1.310E-02 3.488E-04  6.66E-03
3.350E+00 1.361E-02 4.439E-04  7.48E-03
3.162E+00 1.407E-02 5.642E-04  8.41E-03
2.985E+00 1.460E-02 7.164E-04  9.44E-03
2.818E+00 1.519E-02 9.091E-04  1.06E-02
2.661E+00 1.583E-02 1.153E-03  1.19E-02
2.512E+00 1.653E-02 1.460E-03  1.34E-02
2.371E+00 1.730E-02 1.848E-03  1.50E-02
2.239E+00 1.813E-02 2.337E-03  1.68E-02
2.113E+00 1.904E-02 2.954E-03  1.89E-02
1.995E+00 2.003E-02 3.735E-03  2.12E-02
1.884E+00 2.110E-02 4.721E-03  2.38E-02
1.778E+00 2.228E-02 5.967E-03  2.66E-02
1.679E+00 2.360E-02 7.538E-03  2.99E-02
1.585E+00 2.508E-02 9.520E-03  3.35E-02
1.496E+00 2.668E-02 1.202E-02  3.75E-02
1.413E+00 2.841E-02 1.519E-02  4.21E-02
1.334E+00 3.030E-02 1.919E-02  4.72E-02
1.259E+00 3.238E-02 2.424E-02  5.29E-02
1.189E+00 3.477E-02 3.063E-02  5.93E-02
1.122E+00 3.741E-02 3.870E-02  6.64E-02
1.059E+00 4.034E-02 4.887E-02  7.45E-02
1.000E+00 4.359E-02 6.168E-02  8.36E-02
9.441E-01 4.721E-02 7.780E-02  9.38E-02
8.913E-01 5.123E-02 9.805E-02  1.05E-01
8.414E-01 5.568E-02 1.234E-01  1.18E-01
7.943E-01 6.062E-02 1.551E-01  1.33E-01
7.499E-01 6.611E-02 1.944E-01  1.50E-01
7.079E-01 7.220E-02 2.428E-01  1.70E-01
6.683E-01 7.899E-02 3.017E-01  1.93E-01
6.310E-01 8.665E-02 3.726E-01  2.20E-01
5.957E-01 9.531E-02 4.570E-01  2.51E-01
5.623E-01 1.053E-01 5.559E-01  2.88E-01
5.309E-01 1.170E-01 6.705E-01  3.32E-01
5.012E-01 1.314E-01 8.039E-01  3.85E-01
4.732E-01 1.498E-01 9.633E-01  4.44E-01
4.467E-01 1.736E-01 1.164E+00  5.06E-01
4.217E-01 2.035E-01 1.430E+00  5.59E-01
3.981E-01 2.355E-01 1.776E+00  5.91E-01
3.758E-01 2.584E-01 2.163E+00  5.92E-01
3.548E-01 2.626E-01 2.475E+00  5.76E-01
3.350E-01 2.548E-01 2.644E+00  5.61E-01
3.162E-01 2.556E-01 2.744E+00  5.63E-01
2.985E-01 2.849E-01 2.924E+00  5.90E-01
2.818E-01 3.542E-01 3.349E+00  6.36E-01
2.661E-01 4.159E-01 3.939E+00  6.73E-01
2.512E-01 3.906E-01 4.032E+00  6.67E-01
2.371E-01 3.485E-01 3.741E+00  6.20E-01
2.239E-01 4.602E-01 3.641E+00  5.71E-01
2.113E-01 7.173E-01 3.588E+00  6.19E-01
1.995E-01 7.966E-01 2.572E+00  5.92E-01
1.884E-01 1.151E+00 1.701E+00  5.06E-01
1.778E-01 1.332E+00 1.219E+00  6.03E-01
1.679E-01 1.420E+00 1.095E+00  7.26E-01
1.585E-01 1.405E+00 1.269E+00  8.01E-01
1.496E-01 1.343E+00 1.336E+00  7.88E-01
1.413E-01 1.345E+00 1.296E+00  8.07E-01
1.334E-01 1.336E+00 1.284E+00  8.18E-01
1.259E-01 1.314E+00 1.285E+00  8.23E-01
1.189E-01 1.282E+00 1.298E+00  8.21E-01
1.122E-01 1.261E+00 1.298E+00  8.26E-01
1.059E-01 1.226E+00 1.325E+00  8.19E-01
1.000E-01 1.200E+00 1.331E+00  8.21E-01
9.441E-02 1.176E+00 1.331E+00  8.24E-01
8.913E-02 1.156E+00 1.309E+00  8.34E-01
8.414E-02 1.138E+00 1.315E+00  8.35E-01
7.943E-02 1.101E+00 1.337E+00  8.31E-01
7.499E-02 1.053E+00 1.358E+00  8.25E-01
7.079E-02 1.004E+00 1.369E+00  8.23E-01
6.683E-02 9.431E-01 1.383E+00  8.19E-01
6.310E-02 8.698E-01 1.390E+00  8.19E-01
5.957E-02 8.344E-01 1.328E+00  8.47E-01
5.623E-02 8.966E-01 1.196E+00  8.95E-01
5.309E-02 9.201E-01 1.144E+00  9.13E-01
5.012E-02 9.328E-01 1.110E+00  9.26E-01
4.732E-02 9.390E-01 1.088E+00  9.35E-01
4.467E-02 9.414E-01 1.071E+00  9.42E-01
4.217E-02 9.415E-01 1.059E+00  9.47E-01
3.981E-02 9.400E-01 1.050E+00  9.52E-01
3.758E-02 9.375E-01 1.043E+00  9.57E-01
3.548E-02 9.344E-01 1.038E+00  9.61E-01
3.350E-02 9.309E-01 1.033E+00  9.65E-01
3.162E-02 9.271E-01 1.030E+00  9.68E-01
2.985E-02 9.233E-01 1.027E+00  9.71E-01
2.818E-02 9.192E-01 1.026E+00  9.74E-01
2.661E-02 9.155E-01 1.026E+00  9.77E-01
2.512E-02 9.117E-01 1.026E+00  9.80E-01
2.371E-02 9.085E-01 1.025E+00  9.83E-01
2.239E-02 9.099E-01 1.018E+00  9.85E-01
2.113E-02 9.073E-01 1.019E+00  9.87E-01
1.995E-02 9.062E-01 1.012E+00  9.89E-01
1.884E-02 9.160E-01 9.885E-01  9.90E-01
1.778E-02 9.082E-01 1.010E+00  9.91E-01
1.679E-02 9.032E-01 1.019E+00  9.92E-01
1.585E-02 8.985E-01 1.024E+00  9.93E-01
1.496E-02 8.933E-01 1.029E+00  9.94E-01
1.413E-02 8.876E-01 1.029E+00  9.95E-01
1.334E-02 8.900E-01 9.989E-01  9.95E-01
1.259E-02 8.877E-01 1.005E+00  9.96E-01
1.189E-02 8.774E-01 1.023E+00  9.96E-01
1.122E-02 8.675E-01 1.000E+00  9.97E-01
1.059E-02 9.067E-01 8.683E-01  9.97E-01
1.000E-02 8.905E-01 9.770E-01  9.97E-01
9.441E-03 8.772E-01 1.017E+00  9.98E-01
8.913E-03 8.627E-01 1.043E+00  9.98E-01
8.414E-03 8.462E-01 1.062E+00  9.98E-01
7.943E-03 8.275E-01 1.074E+00  9.98E-01
7.499E-03 8.067E-01 1.064E+00  9.99E-01
7.079E-03 8.060E-01 1.062E+00  9.99E-01
6.683E-03 7.817E-01 1.081E+00  9.99E-01
6.310E-03 7.550E-01 1.089E+00  9.99E-01
5.957E-03 7.263E-01 1.089E+00  9.99E-01
5.623E-03 6.947E-01 1.081E+00  9.99E-01
5.309E-03 6.615E-01 1.065E+00  9.99E-01
5.012E-03 6.270E-01 1.041E+00  1.00E+00
4.732E-03 5.913E-01 1.011E+00  1.00E+00
4.467E-03 5.547E-01 9.745E-01  1.00E+00
4.217E-03 5.178E-01 9.323E-01  1.00E+00
3.981E-03 4.808E-01 8.854E-01  1.00E+00
3.758E-03 4.441E-01 8.344E-01  1.00E+00
3.548E-03 4.081E-01 7.795E-01  1.00E+00
3.350E-03 3.730E-01 7.226E-01  1.00E+00
3.162E-03 3.395E-01 6.641E-01  1.00E+00
2.985E-03 3.081E-01 6.062E-01  1.00E+00
2.818E-03 2.771E-01 5.434E-01  1.00E+00
2.661E-03 2.472E-01 4.786E-01  1.00E+00
2.512E-03 2.206E-01 4.012E-01  1.00E+00
2.371E-03 1.962E-01 2.457E-01  1.00E+00
2.239E-03 3.982E-01 2.960E-01  1.00E+00
2.113E-03 3.655E-01 3.108E-01  1.00E+00
1.995E-03 3.326E-01 3.056E-01  1.00E+00
1.884E-03 3.006E-01 2.820E-01  1.00E+00
1.778E-03 2.698E-01 2.477E-01  1.00E+00
1.679E-03 2.407E-01 1.586E-01  1.00E+00
1.585E-03 3.535E-01 2.241E-01  1.00E+00
1.496E-03 3.181E-01 2.154E-01  1.00E+00
1.413E-03 3.107E-01 2.209E-01  1.00E+00
1.334E-03 2.788E-01 2.138E-01  1.00E+00
1.259E-03 2.490E-01 2.015E-01  1.00E+00
1.189E-03 2.213E-01 1.879E-01  1.00E+00
1.122E-03 1.948E-01 1.731E-01  1.00E+00
1.059E-03 1.709E-01 1.576E-01  1.00E+00
1.000E-03 1.490E-01 1.402E-01  1.00E+00

1.585E-01 = radius(micron) Astronomical silicate                   
w(micron)  Q_abs     Q_sca     g=<cos>
1.000E+03 2.172E-05 1.596E-12  0.00E+00
9.441E+02 2.437E-05 2.010E-12  5.63E-07
8.913E+02 2.735E-05 2.530E-12  6.32E-07
8.414E+02 3.069E-05 3.185E-12  7.10E-07
7.943E+02 3.444E-05 4.010E-12  7.96E-07
7.499E+02 3.865E-05 5.048E-12  8.93E-07
7.079E+02 4.337E-05 6.355E-12  1.00E-06
6.683E+02 4.866E-05 8.001E-12  1.12E-06
6.310E+02 5.461E-05 1.007E-11  1.26E-06
5.957E+02 6.128E-05 1.268E-11  1.41E-06
5.623E+02 6.876E-05 1.597E-11  1.59E-06
5.309E+02 7.716E-05 2.010E-11  1.78E-06
5.012E+02 8.659E-05 2.531E-11  2.00E-06
4.732E+02 9.719E-05 3.186E-11  2.24E-06
4.467E+02 1.091E-04 4.011E-11  2.51E-06
4.217E+02 1.225E-04 5.049E-11  2.82E-06
3.981E+02 1.374E-04 6.357E-11  3.16E-06
3.758E+02 1.542E-04 8.004E-11  3.55E-06
3.548E+02 1.731E-04 1.008E-10  3.98E-06
3.350E+02 1.944E-04 1.269E-10  4.46E-06
3.162E+02 2.183E-04 1.597E-10  5.00E-06
2.985E+02 2.451E-04 2.011E-10  5.61E-06
2.818E+02 2.752E-04 2.532E-10  6.29E-06
2.661E+02 3.090E-04 3.189E-10  7.05E-06
2.512E+02 3.470E-04 4.015E-10  7.90E-06
2.371E+02 3.898E-04 5.055E-10  8.86E-06
2.239E+02 4.379E-04 6.365E-10  9.93E-06
2.113E+02 4.920E-04 8.014E-10  1.11E-05
1.995E+02 5.530E-04 1.009E-09  1.25E-05
1.884E+02 6.213E-04 1.271E-09  1.40E-05
1.778E+02 6.982E-04 1.600E-09  1.56E-05
1.679E+02 7.849E-04 2.015E-09  1.75E-05
1.585E+02 8.827E-04 2.538E-09  1.96E-05
1.496E+02 9.929E-04 3.196E-09  2.19E-05
1.413E+02 1.117E-03 4.025E-09  2.45E-05
1.334E+02 1.257E-03 5.069E-09  2.74E-05
1.259E+02 1.416E-03 6.385E-09  3.06E-05
1.189E+02 1.594E-03 8.042E-09  3.42E-05
1.122E+02 1.795E-03 1.013E-08  3.82E-05
1.059E+02 2.024E-03 1.276E-08  4.26E-05
1.000E+02 2.282E-03 1.607E-08  4.75E-05
9.441E+01 2.575E-03 2.025E-08  5.29E-05
8.913E+01 2.906E-03 2.550E-08  5.88E-05
8.414E+01 3.282E-03 3.212E-08  6.53E-05
7.943E+01 3.709E-03 4.046E-08  7.24E-05
7.499E+01 4.189E-03 5.096E-08  8.02E-05
7.079E+01 4.738E-03 6.417E-08  8.86E-05
6.683E+01 5.361E-03 8.078E-08  9.76E-05
6.310E+01 6.066E-03 1.017E-07  1.07E-04
5.957E+01 6.861E-03 1.280E-07  1.18E-04
5.623E+01 7.763E-03 1.609E-07  1.29E-04
5.309E+01 8.778E-03 2.023E-07  1.41E-04
5.012E+01 9.916E-03 2.542E-07  1.54E-04
4.732E+01 1.120E-02 3.192E-07  1.67E-04
4.467E+01 1.264E-02 4.006E-07  1.82E-04
4.217E+01 1.426E-02 5.024E-07  1.97E-04
3.981E+01 1.605E-02 6.286E-07  2.13E-04
3.758E+01 1.803E-02 7.861E-07  2.30E-04
3.548E+01 2.015E-02 9.855E-07  2.49E-04
3.350E+01 2.255E-02 1.235E-06  2.70E-04
3.162E+01 2.541E-02 1.548E-06  2.90E-04
2.985E+01 2.870E-02 1.936E-06  3.11E-04
2.818E+01 3.236E-02 2.413E-06  3.34E-04
2.661E+01 3.658E-02 3.008E-06  3.57E-04
2.512E+01 4.147E-02 3.753E-06  3.81E-04
2.371E+01 4.690E-02 4.638E-06  4.08E-04
2.239E+01 5.325E-02 5.734E-06  4.34E-04
2.113E+01 6.060E-02 6.990E-06  4.62E-04
1.995E+01 6.936E-02 8.425E-06  4.90E-04
1.884E+01 7.711E-02 9.416E-06  5.28E-04
1.778E+01 7.742E-02 9.671E-06  5.95E-04
1.679E+01 7.046E-02 9.781E-06  6.92E-04
1.585E+01 6.028E-02 1.065E-05  8.17E-04
1.496E+01 5.116E-02 1.322E-05  9.76E-04
1.413E+01 4.612E-02 1.899E-05  1.18E-03
1.334E+01 5.519E-02 2.929E-05  1.39E-03
1.259E+01 7.296E-02 4.224E-05  1.50E-03
1.189E+01 9.701E-02 5.829E-05  1.53E-03
1.122E+01 1.261E-01 7.723E-05  1.52E-03
1.059E+01 1.665E-01 1.019E-04  1.48E-03
1.000E+01 2.018E-01 1.135E-04  1.52E-03
9.441E+00 2.246E-01 1.140E-04  1.62E-03
8.913E+00 1.667E-01 6.064E-05  1.91E-03
8.414E+00 1.077E-01 3.035E-05  2.26E-03
7.943E+00 5.008E-02 1.504E-05  2.67E-03
7.499E+00 2.231E-02 3.221E-05  3.20E-03
7.079E+00 1.760E-02 6.442E-05  3.75E-03
6.683E+00 1.746E-02 1.018E-04  4.32E-03
6.310E+00 1.739E-02 1.467E-04  4.94E-03
5.957E+00 1.703E-02 2.031E-04  5.62E-03
5.623E+00 1.680E-02 2.748E-04  6.37E-03
5.309E+00 1.683E-02 3.664E-04  7.22E-03
5.012E+00 1.710E-02 4.831E-04  8.16E-03
4.732E+00 1.758E-02 6.309E-04  9.21E-03
4.467E+00 1.822E-02 8.187E-04  1.04E-02
4.217E+00 1.898E-02 1.056E-03  1.17E-02
3.981E+00 1.977E-02 1.356E-03  1.32E-02
3.758E+00 2.057E-02 1.737E-03  1.48E-02
3.548E+00 2.145E-02 2.217E-03  1.67E-02
3.350E+00 2.236E-02 2.825E-03  1.87E-02
3.162E+00 2.323E-02 3.594E-03  2.10E-02
2.985E+00 2.421E-02 4.569E-03  2.36E-02
2.818E+00 2.532E-02 5.805E-03  2.65E-02
2.661E+00 2.655E-02 7.369E-03  2.97E-02
2.512E+00 2.790E-02 9.346E-03  3.34E-02
2.371E+00 2.942E-02 1.185E-02  3.74E-02
2.239E+00 3.108E-02 1.501E-02  4.20E-02
2.113E+00 3.291E-02 1.900E-02  4.71E-02
1.995E+00 3.494E-02 2.405E-02  5.28E-02
1.884E+00 3.718E-02 3.044E-02  5.92E-02
1.778E+00 3.967E-02 3.852E-02  6.64E-02
1.679E+00 4.252E-02 4.870E-02  7.45E-02
1.585E+00 4.574E-02 6.151E-02  8.36E-02
1.496E+00 4.928E-02 7.764E-02  9.38E-02
1.413E+00 5.320E-02 9.789E-02  1.05E-01
1.334E+00 5.753E-02 1.232E-01  1.18E-01
1.259E+00 6.236E-02 1.548E-01  1.33E-01
1.189E+00 6.792E-02 1.939E-01  1.50E-01
1.122E+00 7.413E-02 2.420E-01  1.70E-01
1.059E+00 8.105E-02 3.002E-01  1.93E-01
1.000E+00 8.879E-02 3.700E-01  2.19E-01
9.441E-01 9.755E-02 4.523E-01  2.50E-01
8.913E-01 1.076E-01 5.482E-01  2.87E-01
8.414E-01 1.193E-01 6.588E-01  3.31E-01
7.943E-01 1.334E-01 7.864E-01  3.83E-01
7.499E-01 1.512E-01 9.368E-01  4.41E-01
7.079E-01 1.739E-01 1.123E+00  5.02E-01
6.683E-01 2.020E-01 1.363E+00  5.56E-01
6.310E-01 2.326E-01 1.672E+00  5.90E-01
5.957E-01 2.566E-01 2.021E+00  5.98E-01
5.623E-01 2.645E-01 2.320E+00  5.86E-01
5.309E-01 2.600E-01 2.498E+00  5.73E-01
5.012E-01 2.591E-01 2.597E+00  5.73E-01
4.732E-01 2.780E-01 2.723E+00  5.95E-01
4.467E-01 3.273E-01 2.995E+00  6.35E-01
4.217E-01 3.911E-01 3.454E+00  6.78E-01
3.981E-01 4.081E-01 3.783E+00  6.95E-01
3.758E-01 3.833E-01 3.728E+00  6.82E-01
3.548E-01 3.863E-01 3.564E+00  6.55E-01
3.350E-01 4.676E-01 3.676E+00  6.46E-01
3.162E-01 5.321E-01 3.960E+00  6.77E-01
2.985E-01 4.791E-01 3.568E+00  6.78E-01
2.818E-01 5.038E-01 3.004E+00  6.15E-01
2.661E-01 6.493E-01 2.978E+00  5.69E-01
2.512E-01 5.528E-01 2.454E+00  5.58E-01
2.371E-01 6.045E-01 1.702E+00  4.20E-01
2.239E-01 6.309E-01 1.513E+00  3.90E-01
2.113E-01 8.450E-01 1.189E+00  4.86E-01
1.995E-01 9.684E-01 1.437E+00  6.93E-01
1.884E-01 1.136E+00 1.631E+00  8.23E-01
1.778E-01 1.241E+00 1.525E+00  8.45E-01
1.679E-01 1.256E+00 1.312E+00  8.35E-01
1.585E-01 1.238E+00 1.276E+00  8.31E-01
1.496E-01 1.187E+00 1.325E+00  8.21E-01
1.413E-01 1.196E+00 1.299E+00  8.39E-01
1.334E-01 1.190E+00 1.286E+00  8.48E-01
1.259E-01 1.174E+00 1.286E+00  8.50E-01
1.189E-01 1.149E+00 1.299E+00  8.46E-01
1.122E-01 1.133E+00 1.300E+00  8.49E-01
1.059E-01 1.103E+00 1.324E+00  8.40E-01
1.000E-01 1.081E+00 1.333E+00  8.40E-01
9.441E-02 1.061E+00 1.334E+00  8.42E-01
8.913E-02 1.048E+00 1.318E+00  8.50E-01
8.414E-02 1.033E+00 1.322E+00  8.50E-01
7.943E-02 1.001E+00 1.342E+00  8.44E-01
7.499E-02 9.599E-01 1.363E+00  8.37E-01
7.079E-02 9.198E-01 1.375E+00  8.34E-01
6.683E-02 8.716E-01 1.390E+00  8.30E-01
6.310E-02 8.165E-01 1.401E+00  8.29E-01
5.957E-02 8.032E-01 1.350E+00  8.57E-01
5.623E-02 8.731E-01 1.235E+00  9.04E-01
5.309E-02 8.998E-01 1.188E+00  9.22E-01
5.012E-02 9.153E-01 1.158E+00  9.34E-01
4.732E-02 9.242E-01 1.137E+00  9.42E-01
4.467E-02 9.293E-01 1.121E+00  9.48E-01
4.217E-02 9.321E-01 1.109E+00  9.53E-01
3.981E-02 9.333E-01 1.099E+00  9.58E-01
3.758E-02 9.336E-01 1.091E+00  9.62E-01
3.548E-02 9.332E-01 1.084E+00  9.65E-01
3.350E-02 9.325E-01 1.077E+00  9.69E-01
3.162E-02 9.315E-01 1.071E+00  9.72E-01
2.985E-02 9.305E-01 1.065E+00  9.74E-01
2.818E-02 9.294E-01 1.060E+00  9.77E-01
2.661E-02 9.286E-01 1.055E+00  9.80E-01
2.512E-02 9.279E-01 1.050E+00  9.82E-01
2.371E-02 9.281E-01 1.045E+00  9.84E-01
2.239E-02 9.313E-01 1.039E+00  9.86E-01
2.113E-02 9.313E-01 1.037E+00  9.88E-01
1.995E-02 9.332E-01 1.033E+00  9.90E-01
1.884E-02 9.411E-01 1.022E+00  9.91E-01
1.778E-02 9.366E-01 1.030E+00  9.92E-01
1.679E-02 9.348E-01 1.034E+00  9.93E-01
1.585E-02 9.335E-01 1.038E+00  9.94E-01
1.496E-02 9.322E-01 1.044E+00  9.94E-01
1.413E-02 9.307E-01 1.051E+00  9.95E-01
1.334E-02 9.344E-01 1.044E+00  9.96E-01
1.259E-02 9.339E-01 1.049E+00  9.96E-01
1.189E-02 9.292E-01 1.066E+00  9.97E-01
1.122E-02 9.260E-01 1.073E+00  9.97E-01
1.059E-02 9.501E-01 9.834E-01  9.98E-01
1.000E-02 9.393E-01 1.043E+00  9.98E-01
9.441E-03 9.324E-01 1.071E+00  9.98E-01
8.913E-03 9.254E-01 1.097E+00  9.98E-01
8.414E-03 9.173E-01 1.126E+00  9.98E-01
7.943E-03 9.078E-01 1.158E+00  9.99E-01
7.499E-03 8.968E-01 1.186E+00  9.99E-01
7.079E-03 8.969E-01 1.188E+00  9.99E-01
6.683E-03 8.826E-01 1.231E+00  9.99E-01
6.310E-03 8.659E-01 1.274E+00  9.99E-01
5.957E-03 8.468E-01 1.316E+00  9.99E-01
5.623E-03 8.242E-01 1.357E+00  1.00E+00
5.309E-03 7.989E-01 1.393E+00  1.00E+00
5.012E-03 7.709E-01 1.422E+00  1.00E+00
4.732E-03 7.402E-01 1.443E+00  1.00E+00
4.467E-03 7.068E-01 1.453E+00  1.00E+00
4.217E-03 6.713E-01 1.452E+00  1.00E+00
3.981E-03 6.340E-01 1.439E+00  1.00E+00
3.758E-03 5.952E-01 1.412E+00  1.00E+00
3.548E-03 5.555E-01 1.372E+00  1.00E+00
3.350E-03 5.153E-01 1.319E+00  1.00E+00
3.162E-03 4.755E-01 1.255E+00  1.00E+00
2.985E-03 4.370E-01 1.182E+00  1.00E+00
2.818E-03 3.978E-01 1.093E+00  1.00E+00
2.661E-03 3.590E-01 9.911E-01  1.00E+00
2.512E-03 3.236E-01 8.558E-01  1.00E+00
2.371E-03 2.905E-01 5.470E-01  1.00E+00
2.239E-03 5.448E-01 5.949E-01  1.00E+00
2.113E-03 5.068E-01 6.325E-01  1.00E+00
1.995E-03 4.674E-01 6.324E-01  1.00E+00
1.884E-03 4.278E-01 5.954E-01  1.00E+00
1.778E-03 3.886E-01 5.341E-01  1.00E+00
1.679E-03 3.505E-01 3.527E-01  1.00E+00
1.585E-03 4.927E-01 4.678E-01  1.00E+00
1.496E-03 4.496E-01 4.578E-01  1.00E+00
1.413E-03 4.404E-01 4.706E-01  1.00E+00
1.334E-03 4.002E-01 4.627E-01  1.00E+00
1.259E-03 3.614E-01 4.427E-01  1.00E+00
1.189E-03 3.246E-01 4.189E-01  1.00E+00
1.122E-03 2.886E-01 3.914E-01  1.00E+00
1.059E-03 2.554E-01 3.609E-01  1.00E+00
1.000E-03 2.244E-01 3.250E-01  1.00E+00

2.512E-01 = radius(micron) Astronomical silicate                   
w(micron)  Q_abs     Q_sca     g=<cos>
1.000E+03 3.443E-05 1.007E-11  1.26E-06
9.441E+02 3.863E-05 1.268E-11  1.42E-06
8.913E+02 4.335E-05 1.596E-11  1.59E-06
8.414E+02 4.864E-05 2.010E-11  1.78E-06
7.943E+02 5.458E-05 2.530E-11  2.00E-06
7.499E+02 6.125E-05 3.185E-11  2.24E-06
7.079E+02 6.873E-05 4.010E-11  2.52E-06
6.683E+02 7.713E-05 5.048E-11  2.82E-06
6.310E+02 8.655E-05 6.356E-11  3.17E-06
5.957E+02 9.712E-05 8.002E-11  3.55E-06
5.623E+02 1.090E-04 1.007E-10  3.99E-06
5.309E+02 1.223E-04 1.268E-10  4.47E-06
5.012E+02 1.372E-04 1.597E-10  5.02E-06
4.732E+02 1.540E-04 2.010E-10  5.63E-06
4.467E+02 1.729E-04 2.531E-10  6.31E-06
4.217E+02 1.941E-04 3.186E-10  7.08E-06
3.981E+02 2.178E-04 4.011E-10  7.94E-06
3.758E+02 2.445E-04 5.050E-10  8.91E-06
3.548E+02 2.744E-04 6.359E-10  9.99E-06
3.350E+02 3.081E-04 8.006E-10  1.12E-05
3.162E+02 3.460E-04 1.008E-09  1.26E-05
2.985E+02 3.885E-04 1.269E-09  1.41E-05
2.818E+02 4.361E-04 1.598E-09  1.58E-05
2.661E+02 4.897E-04 2.012E-09  1.77E-05
2.512E+02 5.499E-04 2.533E-09  1.99E-05
2.371E+02 6.178E-04 3.190E-09  2.23E-05
2.239E+02 6.941E-04 4.016E-09  2.49E-05
2.113E+02 7.799E-04 5.057E-09  2.79E-05
1.995E+02 8.765E-04 6.367E-09  3.13E-05
1.884E+02 9.848E-04 8.018E-09  3.51E-05
1.778E+02 1.107E-03 1.010E-08  3.93E-05
1.679E+02 1.244E-03 1.271E-08  4.40E-05
1.585E+02 1.399E-03 1.601E-08  4.92E-05
1.496E+02 1.574E-03 2.017E-08  5.51E-05
1.413E+02 1.771E-03 2.540E-08  6.16E-05
1.334E+02 1.993E-03 3.199E-08  6.89E-05
1.259E+02 2.244E-03 4.029E-08  7.70E-05
1.189E+02 2.527E-03 5.075E-08  8.60E-05
1.122E+02 2.846E-03 6.393E-08  9.60E-05
1.059E+02 3.209E-03 8.052E-08  1.07E-04
1.000E+02 3.618E-03 1.014E-07  1.19E-04
9.441E+01 4.083E-03 1.278E-07  1.33E-04
8.913E+01 4.609E-03 1.609E-07  1.48E-04
8.414E+01 5.205E-03 2.027E-07  1.64E-04
7.943E+01 5.882E-03 2.553E-07  1.82E-04
7.499E+01 6.645E-03 3.216E-07  2.01E-04
7.079E+01 7.516E-03 4.050E-07  2.22E-04
6.683E+01 8.505E-03 5.098E-07  2.45E-04
6.310E+01 9.624E-03 6.418E-07  2.70E-04
5.957E+01 1.089E-02 8.076E-07  2.96E-04
5.623E+01 1.232E-02 1.016E-06  3.24E-04
5.309E+01 1.393E-02 1.277E-06  3.54E-04
5.012E+01 1.574E-02 1.605E-06  3.86E-04
4.732E+01 1.778E-02 2.015E-06  4.20E-04
4.467E+01 2.007E-02 2.529E-06  4.56E-04
4.217E+01 2.265E-02 3.172E-06  4.94E-04
3.981E+01 2.550E-02 3.969E-06  5.34E-04
3.758E+01 2.864E-02 4.964E-06  5.77E-04
3.548E+01 3.201E-02 6.224E-06  6.26E-04
3.350E+01 3.584E-02 7.803E-06  6.77E-04
3.162E+01 4.039E-02 9.777E-06  7.29E-04
